frequency_hz,frequency_ghz,S21_model_real,S21_model_imag,S21_model_mag
6069999999.999999,6.069999999999999,-0.05945939880023053,0.06339831937632072,0.08691816269012374
6072000000.0,6.072,-0.05924418547727086,0.06331669362940066,0.08671145947926753
6074000000.0,6.074,-0.05903028387546746,0.06323548738807036,0.0865060765474026
6076000000.0,6.076,-0.05881768110757712,0.06315469792913819,0.08630200160710831
6078000000.0,6.078,-0.05860636444169552,0.06307432253740668,0.08609922250883362
6080000000.0,6.08,-0.058396321298593075,0.06299435850551242,0.08589772723844061
6082000000.0,6.082,-0.058187539249088004,0.06291480313374931,0.08569750391477332
6084000000.0,6.084,-0.05798000601145299,0.06283565372987379,0.0854985407872481
6086000000.0,6.086,-0.057773709448856514,0.06275690760889284,0.08530082623346626
6088000000.0,6.088,-0.057568637566836056,0.06267856209283366,0.08510434875684633
6090000000.0,6.09,-0.05736477851080079,0.06260061451049427,0.08490909698427335
6092000000.000001,6.0920000000000005,-0.057162120563564234,0.06252306219717489,0.08471505966376494
6094000000.0,6.094,-0.05696065214290455,0.062445902494389804,0.08452222566215242
6096000000.0,6.096,-0.056760361799149374,0.0623691327495577,0.08433058396277288
6097999999.999999,6.097999999999999,-0.05656123821278634,0.062292750315671414,0.08414012366317358
6100000000.000001,6.1000000000000005,-0.056363270192095485,0.06221675255094481,0.08395083397282399
6102000000.0,6.102,-0.05616644667080338,0.06214113681843708,0.08376270421083548
6103999999.999999,6.103999999999999,-0.05597075670575541,0.06206590048565223,0.08357572380368446
6106000000.000001,6.106000000000001,-0.055776189474606,0.0619910409241136,0.08338988228293812
6108000000.000001,6.1080000000000005,-0.05558273427352614,0.06191655550891256,0.08320516928298186
6109999999.999999,6.109999999999999,-0.055390380514922226,0.06184244161822856,0.08302157453874194
6111999999.999999,6.111999999999999,-0.05519911772516708,0.061768696632820266,0.08283908788340343
6114000000.0,6.114,-0.05500893554234362,0.06169531793548719,0.08265769924612323
6116000000.0,6.116,-0.054819823713992986,0.061622302910497806,0.08247739864972958
6117999999.999999,6.117999999999999,-0.05463177209486944,0.06154964894298437,0.08229817620840921
6120000000.0,6.12,-0.05444477064469828,0.061477353418301656,0.08212002212537796
6122000000.0,6.122,-0.05425880942593556,0.06140541372134824,0.08194292669053221
6124000000.0,6.124,-0.05407387860152455,0.061333827235847,0.08176688027807556
6125999999.999999,6.1259999999999994,-0.05388996843264811,0.06126259134358318,0.08159187334411853
6128000000.0,6.128,-0.05370706927647425,0.061191703423597546,0.08141789642424768
6130000000.0,6.13,-0.05352517158389156,0.06112116085133134,0.08124494013105894
6132000000.0,6.132,-0.053344265897229806,0.06105096099771967,0.08107299515164987
6134000000.0,6.134,-0.05316434284796519,0.06098110122823111,0.08090205224506829
